3.0		0.0		0		-1.0		-0.0		0		0.0
2.96856		0.43317		0		-0.98952		-0.14439		0		0.14489795918367346
2.87491		0.85727		0		-0.9583		-0.28576		0		0.2897959183673469
2.721		1.2634		0		-0.907		-0.42113		0		0.4346938775510204
2.51006		1.64305		0		-0.83669		-0.54768		0		0.5795918367346938
2.24651		1.98826		0		-0.74884		-0.66275		0		0.7244897959183673
1.93588		2.2918		0		-0.64529		-0.76393		0		0.8693877551020408
1.58468		2.54731		0		-0.52823		-0.8491		0		1.0142857142857142
1.20026		2.74943		0		-0.40009		-0.91648		0		1.1591836734693877
0.79069		2.89393		0		-0.26356		-0.96464		0		1.304081632653061
0.36455		2.97777		0		-0.12152		-0.99259		0		1.4489795918367345
-0.06924		2.9992		0		0.02308		-0.99973		0		1.593877551020408
-0.50157		2.95777		0		0.16719		-0.98592		0		1.7387755102040816
-0.92339		2.85436		0		0.3078		-0.95145		0		1.883673469387755
-1.32586		2.69111		0		0.44195		-0.89704		0		2.0285714285714285
-1.70054		2.47147		0		0.56685		-0.82382		0		2.1734693877551017
-2.03958		2.20003		0		0.67986		-0.73334		0		2.3183673469387753
-2.33587		1.88247		0		0.77862		-0.62749		0		2.463265306122449
-2.5832		1.52547		0		0.86107		-0.50849		0		2.608163265306122
-2.7764		1.13649		0		0.92547		-0.37883		0		2.753061224489796
-2.9114		0.72369		0		0.97047		-0.24123		0		2.897959183673469
-2.98539		0.29573		0		0.99513		-0.09858		0		3.0428571428571427
-2.9968		-0.13844		0		0.99893		0.04615		0		3.187755102040816
-2.94541		-0.5697		0		0.9818		0.1899		0		3.3326530612244896
-2.83228		-0.98902		0		0.94409		0.32967		0		3.477551020408163
-2.6598		-1.38762		0		0.8866		0.46254		0		3.6224489795918364
-2.43156		-1.75713		0		0.81052		0.58571		0		3.76734693877551
-2.15237		-2.08981		0		0.71746		0.6966		0		3.9122448979591833
-1.82806		-2.37869		0		0.60935		0.7929		0		4.057142857142857
-1.46544		-2.61772		0		0.48848		0.87257		0		4.20204081632653
-1.07211		-2.80189		0		0.35737		0.93396		0		4.346938775510203
-0.65631		-2.92733		0		0.21877		0.97578		0		4.4918367346938775
-0.22675		-2.99142		0		0.07558		0.99714		0		4.636734693877551
0.20757		-2.99281		0		-0.06919		0.9976		0		4.781632653061224
0.63753		-2.93148		0		-0.21251		0.97716		0		4.926530612244898
1.05413		-2.8087		0		-0.35138		0.93623		0		5.071428571428571
1.44863		-2.62706		0		-0.48288		0.87569		0		5.216326530612244
1.81278		-2.39036		0		-0.60426		0.79679		0		5.361224489795918
2.13893		-2.10357		0		-0.71298		0.70119		0		5.506122448979592
2.42025		-1.77268		0		-0.80675		0.59089		0		5.651020408163265
2.65085		-1.40464		0		-0.88362		0.46821		0		5.795918367346938
2.82589		-1.00716		0		-0.94196		0.33572		0		5.940816326530612
2.9417		-0.58857		0		-0.98057		0.19619		0		6.085714285714285
2.99586		-0.15765		0		-0.99862		0.05255		0		6.230612244897959
2.98722		0.27658		0		-0.99574		-0.09219		0		6.375510204081632
2.91598		0.70501		0		-0.97199		-0.235		0		6.520408163265306
2.78363		1.11867		0		-0.92788		-0.37289		0		6.665306122448979
2.59293		1.50888		0		-0.86431		-0.50296		0		6.810204081632652
2.34789		1.86746		0		-0.78263		-0.62249		0		6.955102040816326
2.05364		2.18691		0		-0.68455		-0.72897		0		7.1
